2♠, 2♥, 2♣
4♦, 7♠, Q♥
4♦, 7♠, Q♣
4♦, 7♠, Q♦
4♦, 7♠, K♠
4♦, 7♠, K♥
4♦, 7♠, K♣
4♦, 7♠, K♦
4♦, 7♠, A♠
4♦, 7♠, A♥
4♦, 7♠, A♣
4♦, 7♠, A♦
4♦, 7♥, 7♣
4♦, 7♥, 7♦
4♦, 7♥, 8♠
4♦, 7♥, 8♥
4♦, 7♥, 8♣
4♦, 7♥, 8♦
4♦, 7♥, 9♠
4♦, 7♥, 9♥
4♦, 7♥, 9♣
4♦, 7♥, 9♦
4♦, 7♥, 10♠
4♦, 7♥, 10♥
4♦, 7♥, 10♣
4♦, 7♥, 10♦
4♦, 7♥, J♠
4♦, 7♥, J♥
4♦, 7♥, J♣
4♦, 7♥, J♦
4♦, 7♥, Q♠
4♦, 7♥, Q♥
4♦, 7♥, Q♣
4♦, 7♥, Q♦
4♦, 7♥, K♠
4♦, 7♥, K♥
4♦, 7♥, K♣
4♦, 7♥, K♦
4♦, 7♥, A♠
4♦, 7♥, A♥
4♦, 7♥, A♣
4♦, 7♥, A♦
4♦, 7♣, 7♦
4♦, 7♣, 8♠
4♦, 7♣, 8♥
4♦, 7♣, 8♣
4♦, 7♣, 8♦
4♦, 7♣, 9♠
4♦, 7♣, 9♥
4♦, 7♣, 9♣
4♦, 7♣, 9♦
4♦, 7♣, 10♠
4♦, 7♣, 10♥
4♦, 7♣, 10♣
4♦, 7♣, 10♦
4♦, 7♣, J♠
4♦, 7♣, J♥
4♦, 7♣, J♣
4♦, 7♣, J♦
4♦, 7♣, Q♠
4♦, 7♣, Q♥
4♦, 7♣, Q♣
4♦, 7♣, Q♦
4♦, 7♣, K♠
4♦, 7♣, K♥
4♦, 7♣, K♣
4♦, 7♣, K♦
4♦, 7♣, A♠
4♦, 7♣, A♥
4♦, 7♣, A♣
4♦, 7♣, A♦
4♦, 7♦, 8♠
4♦, 7♦, 8♥
4♦, 7♦, 8♣
4♦, 7♦, 8♦
4♦, 7♦, 9♠
4♦, 7♦, 9♥
4♦, 7♦, 9♣
4♦, 7♦, 9♦
4♦, 7♦, 10♠
4♦, 7♦, 10♥
4♦, 7♦, 10♣
4♦, 7♦, 10♦
4♦, 7♦, J♠
4♦, 7♦, J♥
4♦, 7♦, J♣
4♦, 7♦, J♦
4♦, 7♦, Q♠
4♦, 7♦, Q♥
4♦, 7♦, Q♣
4♦, 7♦, Q♦
4♦, 7♦, K♠
4♦, 7♦, K♥
4♦, 7♦, K♣
4♦, 7♦, K♦
4♦, 7♦, A♠
4♦, 7♦, A♥
4♦, 7♦, A♣
4♦, 7♦, A♦
4♦, 8♠, 8♥
4♦, 8♠, 8♣
4♦, 8♠, 8♦
4♦, 8♠, 9♠
4♦, 8♠, 9♥
4♦, 8♠, 9♣
4♦, 8♠, 9♦
4♦, 8♠, 10♠
4♦, 8♠, 10♥
4♦, 8♠, 10♣
4♦, 8♠, 10♦
4♦, 8♠, J♠
4♦, 8♠, J♥
4♦, 8♠, J♣
4♦, 8♠, J♦
4♦, 8♠, Q♠
4♦, 8♠, Q♥
4♦, 8♠, Q♣
4♦, 8♠, Q♦
4♦, 8♠, K♠
4♦, 8♠, K♥
4♦, 8♠, K♣
4♦, 8♠, K♦
4♦, 8♠, A♠
4♦, 8♠, A♥
4♦, 8♠, A♣
4♦, 8♠, A♦
4♦, 8♥, 8♣
4♦, 8♥, 8♦
4♦, 8♥, 9♠
4♦, 8♥, 9♥
4♦, 8♥, 9♣
4♦, 8♥, 9♦
4♦, 8♥, 10♠
4♦, 8♥, 10♥
4♦, 8♥, 10♣
4♦, 8♥, 10♦
4♦, 8♥, J♠
4♦, 8♥, J♥
4♦, 8♥, J♣
4♦, 8♥, J♦
4♦, 8♥, Q♠
4♦, 8♥, Q♥
4♦, 8♥, Q♣
4♦, 8♥, Q♦
4♦, 8♥, K♠
4♦, 8♥, K♥
4♦, 8♥, K♣
4♦, 8♥, K♦
4♦, 8♥, A♠
4♦, 8♥, A♥
4♦, 8♥, A♣
4♦, 8♥, A♦
4♦, 8♣, 8♦
4♦, 8♣, 9♠
4♦, 8♣, 9♥
4♦, 8♣, 9♣
4♦, 8♣, 9♦
4♦, 8♣, 10♠
4♦, 8♣, 10♥
4♦, 8♣, 10♣
4♦, 8♣, 10♦
4♦, 8♣, J♠
4♦, 8♣, J♥
4♦, 8♣, J♣
4♦, 8♣, J♦
4♦, 8♣, Q♠
4♦, 8♣, Q♥
4♦, 8♣, Q♣
4♦, 8♣, Q♦
4♦, 8♣, K♠
4♦, 8♣, K♥
4♦, 8♣, K♣
4♦, 8♣, K♦
4♦, 8♣, A♠
4♦, 8♣, A♥
4♦, 8♣, A♣
4♦, 8♣, A♦
4♦, 8♦, 9♠
4♦, 8♦, 9♥
4♦, 8♦, 9♣
4♦, 8♦, 9♦
4♦, 8♦, 10♠
4♦, 8♦, 10♥
4♦, 8♦, 10♣
4♦, 8♦, 10♦
4♦, 8♦, J♠
4♦, 8♦, J♥
4♦, 8♦, J♣
4♦, 8♦, J♦
4♦, 8♦, Q♠
4♦, 8♦, Q♥
4♦, 8♦, Q♣
4♦, 8♦, Q♦
4♦, 8♦, K♠
4♦, 8♦, K♥
4♦, 8♦, K♣
4♦, 8♦, K♦
4♦, 8♦, A♠
4♦, 8♦, A♥
4♦, 8♦, A♣
4♦, 8♦, A♦
4♦, 9♠, 9♥
4♦, 9♠, 9♣
4♦, 9♠, 9♦
4♦, 9♠, 10♠
4♦, 9♠, 10♥
4♦, 9♠, 10♣
4♦, 9♠, 10♦
4♦, 9♠, J♠
4♦, 9♠, J♥
4♦, 9♠, J♣
4♦, 9♠, J♦
4♦, 9♠, Q♠
4♦, 9♠, Q♥
4♦, 9♠, Q♣
4♦, 9♠, Q♦
4♦, 9♠, K♠
4♦, 9♠, K♥
4♦, 9♠, K♣
4♦, 9♠, K♦
4♦, 9♠, A♠
4♦, 9♠, A♥
4♦, 9♠, A♣
4♦, 9♠, A♦
4♦, 9♥, 9♣
4♦, 9♥, 9♦
4♦, 9♥, 10♠
4♦, 9♥, 10♥
4♦, 9♥, 10♣
4♦, 9♥, 10♦
4♦, 9♥, J♠
4♦, 9♥, J♥
4♦, 9♥, J♣
4♦, 9♥, J♦
4♦, 9♥, Q♠
4♦, 9♥, Q♥
4♦, 9♥, Q♣
4♦, 9♥, Q♦
4♦, 9♥, K♠
4♦, 9♥, K♥
4♦, 9♥, K♣
4♦, 9♥, K♦
4♦, 9♥, A♠
4♦, 9♥, A♥
4♦, 9♥, A♣
4♦, 9♥, A♦
4♦, 9♣, 9♦
4♦, 9♣, 10♠
4♦, 9♣, 10♥
4♦, 9♣, 10♣
4♦, 9♣, 10♦
4♦, 9♣, J♠
4♦, 9♣, J♥
4♦, 9♣, J♣
4♦, 9♣, J♦
4♦, 9♣, Q♠
4♦, 9♣, Q♥
4♦, 9♣, Q♣
4♦, 9♣, Q♦
4♦, 9♣, K♠
4♦, 9♣, K♥
4♦, 9♣, K♣
4♦, 9♣, K♦
4♦, 9♣, A♠
4♦, 9♣, A♥
4♦, 9♣, A♣
4♦, 9♣, A♦
4♦, 9♦, 10♠
4♦, 9♦, 10♥
4♦, 9♦, 10♣
4♦, 9♦, 10♦
4♦, 9♦, J♠
4♦, 9♦, J♥
4♦, 9♦, J♣
4♦, 9♦, J♦
4♦, 9♦, Q♠
4♦, 9♦, Q♥
4♦, 9♦, Q♣
4♦, 9♦, Q♦
4♦, 9♦, K♠
4♦, 9♦, K♥
4♦, 9♦, K♣
4♦, 9♦, K♦
4♦, 9♦, A♠
4♦, 9♦, A♥
4♦, 9♦, A♣
4♦, 9♦, A♦
4♦, 10♠, 10♥
4♦, 10♠, 10♣
4♦, 10♠, 10♦
4♦, 10♠, J♠
4♦, 10♠, J♥
4♦, 10♠, J♣
4♦, 10♠, J♦
4♦, 10♠, Q♠
4♦, 10♠, Q♥
4♦, 10♠, Q♣
4♦, 10♠, Q♦
4♦, 10♠, K♠
4♦, 10♠, K♥
4♦, 10♠, K♣
4♦, 10♠, K♦
4♦, 10♠, A♠
4♦, 10♠, A♥
4♦, 10♠, A♣
4♦, 10♠, A♦
4♦, 10♥, 10♣
4♦, 10♥, 10♦
4♦, 10♥, J♠
4♦, 10♥, J♥
4♦, 10♥, J♣
4♦, 10♥, J♦
4♦, 10♥, Q♠
4♦, 10♥, Q♥
4♦, 10♥, Q♣
4♦, 10♥, Q♦
4♦, 10♥, K♠
4♦, 10♥, K♥
4♦, 10♥, K♣
4♦, 10♥, K♦
4♦, 10♥, A♠
4♦, 10♥, A♥
4♦, 10♥, A♣
4♦, 10♥, A♦
4♦, 10♣, 10♦
4♦, 10♣, J♠
4♦, 10♣, J♥
4♦, 10♣, J♣
4♦, 10♣, J♦
4♦, 10♣, Q♠
4♦, 10♣, Q♥
4♦, 10♣, Q♣
4♦, 10♣, Q♦
4♦, 10♣, K♠
4♦, 10♣, K♥
4♦, 10♣, K♣
4♦, 10♣, K♦
4♦, 10♣, A♠
4♦, 10♣, A♥
4♦, 10♣, A♣
4♦, 10♣, A♦
4♦, 10♦, J♠
4♦, 10♦, J♥
4♦, 10♦, J♣
4♦, 10♦, J♦
4♦, 10♦, Q♠
4♦, 10♦, Q♥
4♦, 10♦, Q♣
4♦, 10♦, Q♦
4♦, 10♦, K♠
4♦, 10♦, K♥
4♦, 10♦, K♣
4♦, 10♦, K♦
4♦, 10♦, A♠
4♦, 10♦, A♥
4♦, 10♦, A♣
4♦, 10♦, A♦
4♦, J♠, J♥
4♦, J♠, J♣
4♦, J♠, J♦
4♦, J♠, Q♠
4♦, J♠, Q♥
4♦, J♠, Q♣
4♦, J♠, Q♦
4♦, J♠, K♠
4♦, J♠, K♥
4♦, J♠, K♣
4♦, J♠, K♦
4♦, J♠, A♠
4♦, J♠, A♥
4♦, J♠, A♣
4♦, J♠, A♦
4♦, J♥, J♣
4♦, J♥, J♦
4♦, J♥, Q♠
4♦, J♥, Q♥
4♦, J♥, Q♣
4♦, J♥, Q♦
4♦, J♥, K♠
4♦, J♥, K♥
4♦, J♥, K♣
4♦, J♥, K♦
4♦, J♥, A♠
4♦, J♥, A♥
4♦, J♥, A♣
4♦, J♥, A♦
4♦, J♣, J♦
4♦, J♣, Q♠
4♦, J♣, Q♥
4♦, J♣, Q♣
4♦, J♣, Q♦
4♦, J♣, K♠
4♦, J♣, K♥
4♦, J♣, K♣
4♦, J♣, K♦
4♦, J♣, A♠
4♦, J♣, A♥
4♦, J♣, A♣
4♦, J♣, A♦
4♦, J♦, Q♠
4♦, J♦, Q♥
4♦, J♦, Q♣
4♦, J♦, Q♦
4♦, J♦, K♠
4♦, J♦, K♥
4♦, J♦, K♣
4♦, J♦, K♦
4♦, J♦, A♠
4♦, J♦, A♥
4♦, J♦, A♣
4♦, J♦, A♦
4♦, Q♠, Q♥
4♦, Q♠, Q♣
4♦, Q♠, Q♦
4♦, Q♠, K♠
4♦, Q♠, K♥
4♦, Q♠, K♣
4♦, Q♠, K♦
4♦, Q♠, A♠
4♦, Q♠, A♥
4♦, Q♠, A♣
4♦, Q♠, A♦
4♦, Q♥, Q♣
4♦, Q♥, Q♦
4♦, Q♥, K♠
4♦, Q♥, K♥
4♦, Q♥, K♣
4♦, Q♥, K♦
4♦, Q♥, A♠
4♦, Q♥, A♥
4♦, Q♥, A♣
4♦, Q♥, A♦
4♦, Q♣, Q♦
4♦, Q♣, K♠
4♦, Q♣, K♥
4♦, Q♣, K♣
4♦, Q♣, K♦
4♦, Q♣, A♠
4♦, Q♣, A♥
4♦, Q♣, A♣
4♦, Q♣, A♦
4♦, Q♦, K♠
4♦, Q♦, K♥
4♦, Q♦, K♣
4♦, Q♦, K♦
4♦, Q♦, A♠
4♦, Q♦, A♥
4♦, Q♦, A♣
4♦, Q♦, A♦
4♦, K♠, K♥
4♦, K♠, K♣
4♦, K♠, K♦
4♦, K♠, A♠
4♦, K♠, A♥
4♦, K♠, A♣
4♦, K♠, A♦
4♦, K♥, K♣
4♦, K♥, K♦
4♦, K♥, A♠
4♦, K♥, A♥
4♦, K♥, A♣
4♦, K♥, A♦
4♦, K♣, K♦
4♦, K♣, A♠
4♦, K♣, A♥
4♦, K♣, A♣
4♦, K♣, A♦
4♦, K♦, A♠
4♦, K♦, A♥
4♦, K♦, A♣
4♦, K♦, A♦
4♦, A♠, A♥
4♦, A♠, A♣
4♦, A♠, A♦
4♦, A♥, A♣
4♦, A♥, A♦
4♦, A♣, A♦
5♠, 5♥, 5♣
5♠, 5♥, 5♦
5♠, 5♥, 6♠
5♠, 5♥, 6♥
5♠, 5♥, 6♣
5♠, 5♥, 6♦
5♠, 5♥, 7♠
5♠, 5♥, 7♥
5♠, 5♥, 7♣
5♠, 5♥, 7♦
5♠, 5♥, 8♠
5♠, 5♥, 8♥
5♠, 5♥, 8♣
5♠, 5♥, 8♦
5♠, 5♥, 9♠
5♠, 5♥, 9♥
5♠, 5♥, 9♣
5♠, 5♥, 9♦
5♠, 5♥, 10♠
5♠, 5♥, 10♥
5♠, 5♥, 10♣
5♠, 5♥, 10♦
5♠, 5♥, J♠
5♠, 5♥, J♥
5♠, 5♥, J♣
5♠, 5♥, J♦
5♠, 5♥, Q♠
5♠, 5♥, Q♥
5♠, 5♥, Q♣
5♠, 5♥, Q♦
5♠, 5♥, K♠
5♠, 5♥, K♥
5♠, 5♥, K♣
5♠, 5♥, K♦
5♠, 5♥, A♠
5♠, 5♥, A♥
5♠, 5♥, A♣
5♠, 5♥, A♦
5♠, 5♣, 5♦
5♠, 5♣, 6♠
5♠, 5♣, 6♥
5♠, 5♣, 6♣
5♠, 5♣, 6♦
5♠, 5♣, 7♠
5♠, 5♣, 7♥
5♠, 5♣, 7♣
5♠, 5♣, 7♦
5♠, 5♣, 8♠
5♠, 5♣, 8♥
5♠, 5♣, 8♣
5♠, 5♣, 8♦
5♠, 5♣, 9♠
5♠, 5♣, 9♥
5♠, 5♣, 9♣
5♠, 5♣, 9♦
5♠, 5♣, 10♠
5♠, 5♣, 10♥
5♠, 5♣, 10♣
5♠, 5♣, 10♦
5♠, 5♣, J♠
5♠, 5♣, J♥
5♠, 5♣, J♣
5♠, 5♣, J♦
5♠, 5♣, Q♠
5♠, 5♣, Q♥
5♠, 5♣, Q♣
5♠, 5♣, Q♦
5♠, 5♣, K♠
5♠, 5♣, K♥
5♠, 5♣, K♣
5♠, 5♣, K♦
5♠, 5♣, A♠
5♠, 5♣, A♥
5♠, 5♣, A♣
5♠, 5♣, A♦
5♠, 5♦, 6♠
5♠, 5♦, 6♥
5♠, 5♦, 6♣
5♠, 5♦, 6♦
5♠, 5♦, 7♠
5♠, 5♦, 7♥
5♠, 5♦, 7♣
5♠, 5♦, 7♦
5♠, 5♦, 8♠
5♠, 5♦, 8♥
5♠, 5♦, 8♣
5♠, 5♦, 8♦
5♠, 5♦, 9♠
5♠, 5♦, 9♥
5♠, 5♦, 9♣
5♠, 5♦, 9♦
5♠, 5♦, 10♠
5♠, 5♦, 10♥
5♠, 5♦, 10♣
5♠, 5♦, 10♦
5♠, 5♦, J♠
5♠, 5♦, J♥
5♠, 5♦, J♣
5♠, 5♦, J♦
5♠, 5♦, Q♠
5♠, 5♦, Q♥
5♠, 5♦, Q♣
5♠, 5♦, Q♦
5♠, 5♦, K♠
5♠, 5♦, K♥
5♠, 5♦, K♣
5♠, 5♦, K♦
5♠, 5♦, A♠
5♠, 5♦, A♥
5♠, 5♦, A♣
5♠, 5♦, A♦
5♠, 6♠, 6♥
5♠, 6♠, 6♣
5♠, 6♠, 6♦
5♠, 6♠, 7♠
5♠, 6♠, 7♥
5♠, 6♠, 7♣
5♠, 6♠, 7♦
5♠, 6♠, 8♠
5♠, 6♠, 8♥
5♠, 6♠, 8♣
5♠, 6♠, 8♦
5♠, 6♠, 9♠
5♠, 6♠, 9♥
5♠, 6♠, 9♣
5♠, 6♠, 9♦
5♠, 6♠, 10♠
5♠, 6♠, 10♥
5♠, 6♠, 10♣
5♠, 6♠, 10♦
5♠, 6♠, J♠
5♠, 6♠, J♥
5♠, 6♠, J♣
5♠, 6♠, J♦
5♠, 6♠, Q♠
5♠, 6♠, Q♥
5♠, 6♠, Q♣
5♠, 6♠, Q♦
5♠, 6♠, K♠
5♠, 6♠, K♥
5♠, 6♠, K♣
5♠, 6♠, K♦
5♠, 6♠, A♠
5♠, 6♠, A♥
5♠, 6♠, A♣
5♠, 6♠, A♦
5♠, 6♥, 6♣
5♠, 6♥, 6♦
5♠, 6♥, 7♠
5♠, 6♥, 7♥
5♠, 6♥, 7♣
5♠, 6♥, 7♦
5♠, 6♥, 8♠
5♠, 6♥, 8♥
5♠, 6♥, 8♣
5♠, 6♥, 8♦
5♠, 6♥, 9♠
5♠, 6♥, 9♥
5♠, 6♥, 9♣
5♠, 6♥, 9♦
5♠, 6♥, 10♠
5♠, 6♥, 10♥
5♠, 6♥, 10♣
5♠, 6♥, 10♦
5♠, 6♥, J♠
5♠, 6♥, J♥
5♠, 6♥, J♣
5♠, 6♥, J♦
5♠, 6♥, Q♠
5♠, 6♥, Q♥
5♠, 6♥, Q♣
5♠, 6♥, Q♦
5♠, 6♥, K♠
5♠, 6♥, K♥
5♠, 6♥, K♣
5♠, 6♥, K♦
5♠, 6♥, A♠
5♠, 6♥, A♥
5♠, 6♥, A♣
5♠, 6♥, A♦
5♠, 6♣, 6♦
5♠, 6♣, 7♠
5♠, 6♣, 7♥
5♠, 6♣, 7♣
5♠, 6♣, 7♦
5♠, 6♣, 8♠
5♠, 6♣, 8♥
5♠, 6♣, 8♣
5♠, 6♣, 8♦
5♠, 6♣, 9♠
5♠, 6♣, 9♥
5♠, 6♣, 9♣
5♠, 6♣, 9♦
5♠, 6♣, 10♠
5♠, 6♣, 10♥
5♠, 6♣, 10♣
5♠, 6♣, 10♦
5♠, 6♣, J♠
5♠, 6♣, J♥
5♠, 6♣, J♣
5♠, 6♣, J♦
5♠, 6♣, Q♠
5♠, 6♣, Q♥
5♠, 6♣, Q♣
5♠, 6♣, Q♦
5♠, 6♣, K♠
5♠, 6♣, K♥
5♠, 6♣, K♣
5♠, 6♣, K♦
5♠, 6♣, A♠
5♠, 6♣, A♥
5♠, 6♣, A♣
5♠, 6♣, A♦
5♠, 6♦, 7♠
5♠, 6♦, 7♥
5♠, 6♦, 7♣
5♠, 6♦, 7♦
5♠, 6♦, 8♠
5♠, 6♦, 8♥
5♠, 6♦, 8♣
5♠, 6♦, 8♦
5♠, 6♦, 9♠
5♠, 6♦, 9♥
5♠, 6♦, 9♣
5♠, 6♦, 9♦
5♠, 6♦, 10♠
5♠, 6♦, 10♥
5♠, 6♦, 10♣
5♠, 6♦, 10♦
5♠, 6♦, J♠
5♠, 6♦, J♥
5♠, 6♦, J♣
5♠, 6♦, J♦
5♠, 6♦, Q♠
5♠, 6♦, Q♥
5♠, 6♦, Q♣
5♠, 6♦, Q♦
5♠, 6♦, K♠
5♠, 6♦, K♥
5♠, 6♦, K♣
5♠, 6♦, K♦
5♠, 6♦, A♠
5♠, 6♦, A♥
5♠, 6♦, A♣
5♠, 6♦, A♦
5♠, 7♠, 7♥
5♠, 7♠, 7♣
5♠, 7♠, 7♦
5♠, 7♠, 8♠
5♠, 7♠, 8♥
5♠, 7♠, 8♣
5♠, 7♠, 8♦
5♠, 7♠, 9♠
5♠, 7♠, 9♥
5♠, 7♠, 9♣
5♠, 7♠, 9♦
5♠, 7♠, 10♠
5♠, 7♠, 10♥
5♠, 7♠, 10♣
5♠, 7♠, 10♦
5♠, 7♠, J♠
5♠, 7♠, J♥
5♠, 7♠, J♣
5♠, 7♠, J♦
5♠, 7♠, Q♠
5♠, 7♠, Q♥
5♠, 7♠, Q♣
5♠, 7♠, Q♦
5♠, 7♠, K♠
5♠, 7♠, K♥
5♠, 7♠, K♣
5♠, 7♠, K♦
5♠, 7♠, A♠
5♠, 7♠, A♥
5♠, 7♠, A♣
5♠, 7♠, A♦
5♠, 7♥, 7♣
5♠, 7♥, 7♦
5♠, 7♥, 8♠
5♠, 7♥, 8♥
5♠, 7♥, 8♣
5♠, 7♥, 8♦
5♠, 7♥, 9♠
5♠, 7♥, 9♥
5♠, 7♥, 9♣
5♠, 7♥, 9♦
5♠, 7♥, 10♠
5♠, 7♥, 10♥
5♠, 7♥, 10♣
5♠, 7♥, 10♦
5♠, 7♥, J♠
5♠, 7♥, J♥
5♠, 7♥, J♣
5♠, 7♥, J♦
5♠, 7♥, Q♠
5♠, 7♥, Q♥
5♠, 7♥, Q♣
5♠, 7♥, Q♦
5♠, 7♥, K♠
5♠, 7♥, K♥
5♠, 7♥, K♣
5♠, 7♥, K♦
5♠, 7♥, A♠
5♠, 7♥, A♥
5♠, 7♥, A♣
5♠, 7♥, A♦
5♠, 7♣, 7♦
5♠, 7♣, 8♠
5♠, 7♣, 8♥
5♠, 7♣, 8♣
5♠, 7♣, 8♦
5♠, 7♣, 9♠
5♠, 7♣, 9♥
5♠, 7♣, 9♣
5♠, 7♣, 9♦
5♠, 7♣, 10♠
5♠, 7♣, 10♥
5♠, 7♣, 10♣
5♠, 7♣, 10♦
5♠, 7♣, J♠
5♠, 7♣, J♥
5♠, 7♣, J♣
5♠, 7♣, J♦
5♠, 7♣, Q♠
5♠, 7♣, Q♥
5♠, 7♣, Q♣
5♠, 7♣, Q♦
5♠, 7♣, K♠
5♠, 7♣, K♥
5♠, 7♣, K♣
5♠, 7♣, K♦
5♠, 7♣, A♠
5♠, 7♣, A♥
5♠, 7♣, A♣
5♠, 7♣, A♦
5♠, 7♦, 8♠
5♠, 7♦, 8♥
5♠, 7♦, 8♣
5♠, 7♦, 8♦
5♠, 7♦, 9♠
5♠, 7♦, 9♥
5♠, 7♦, 9♣
5♠, 7♦, 9♦
5♠, 7♦, 10♠
5♠, 7♦, 10♥
5♠, 7♦, 10♣
5♠, 7♦, 10♦
5♠, 7♦, J♠
5♠, 7♦, J♥
5♠, 7♦, J♣
5♠, 7♦, J♦
5♠, 7♦, Q♠
5♠, 7♦, Q♥
5♠, 7♦, Q♣
5♠, 7♦, Q♦
5♠, 7♦, K♠
5♠, 7♦, K♥
5♠, 7♦, K♣
5♠, 7♦, K♦
5♠, 7♦, A♠
5♠, 7♦, A♥
5♠, 7♦, A♣
5♠, 7♦, A♦
5♠, 8♠, 8♥
5♠, 8♠, 8♣
5♠, 8♠, 8♦
5♠, 8♠, 9♠
5♠, 8♠, 9♥
5♠, 8♠, 9♣
5♠, 8♠, 9♦
5♠, 8♠, 10♠
5♠, 8♠, 10♥
5♠, 8♠, 10♣
5♠, 8♠, 10♦
5♠, 8♠, J♠
5♠, 8♠, J♥
5♠, 8♠, J♣
5♠, 8♠, J♦
5♠, 8♠, Q♠
5♠, 8♠, Q♥
5♠, 8♠, Q♣
5♠, 8♠, Q♦
5♠, 8♠, K♠
5♠, 8♠, K♥
5♠, 8♠, K♣
5♠, 8♠, K♦
5♠, 8♠, A♠
5♠, 8♠, A♥
5♠, 8♠, A♣
5♠, 8♠, A♦
5♠, 8♥, 8♣
5♠, 8♥, 8♦
5♠, 8♥, 9♠
5♠, 8♥, 9♥
5♠, 8♥, 9♣
5♠, 8♥, 9♦
5♠, 8♥, 10♠
5♠, 8♥, 10♥
5♠, 8♥, 10♣
5♠, 8♥, 10♦
5♠, 8♥, J♠
5♠, 8♥, J♥
5♠, 8♥, J♣
5♠, 8♥, J♦
5♠, 8♥, Q♠
5♠, 8♥, Q♥
5♠, 8♥, Q♣
5♠, 8♥, Q♦
5♠, 8♥, K♠
5♠, 8♥, K♥
5♠, 8♥, K♣
5♠, 8♥, K♦
5♠, 8♥, A♠
5♠, 8♥, A♥
5♠, 8♥, A♣
5♠, 8♥, A♦
5♠, 8♣, 8♦
5♠, 8♣, 9♠
5♠, 8♣, 9♥
5♠, 8♣, 9♣
5♠, 8♣, 9♦
5♠, 8♣, 10♠
5♠, 8♣, 10♥
5♠, 8♣, 10♣
5♠, 8♣, 10♦
5♠, 8♣, J♠
5♠, 8♣, J♥
5♠, 8♣, J♣
5♠, 8♣, J♦
5♠, 8♣, Q♠
5♠, 8♣, Q♥
5♠, 8♣, Q♣
5♠, 8♣, Q♦
5♠, 8♣, K♠
5♠, 8♣, K♥
5♠, 8♣, K♣
5♠, 8♣, K♦
5♠, 8♣, A♠
5♠, 8♣, A♥
5♠, 8♣, A♣
5♠, 8♣, A♦
5♠, 8♦, 9♠
5♠, 8♦, 9♥
5♠, 8♦, 9♣
5♠, 8♦, 9♦
5♠, 8♦, 10♠
5♠, 8♦, 10♥
5♠, 8♦, 10♣
5♠, 8♦, 10♦
5♠, 8♦, J♠
5♠, 8♦, J♥
5♠, 8♦, J♣
5♠, 8♦, J♦
5♠, 8♦, Q♠
5♠, 8♦, Q♥
5♠, 8♦, Q♣
5♠, 8♦, Q♦
5♠, 8♦, K♠
5♠, 8♦, K♥
5♠, 8♦, K♣
5♠, 8♦, K♦
5♠, 8♦, A♠
5♠, 8♦, A♥
5♠, 8♦, A♣
5♠, 8♦, A♦
5♠, 9♠, 9♥
5♠, 9♠, 9♣
5♠, 9♠, 9♦
5♠, 9♠, 10♠
5♠, 9♠, 10♥
5♠, 9♠, 10♣
5♠, 9♠, 10♦
5♠, 9♠, J♠
5♠, 9♠, J♥
5♠, 9♠, J♣
5♠, 9♠, J♦
5♠, 9♠, Q♠
5♠, 9♠, Q♥
5♠, 9♠, Q♣
5♠, 9♠, Q♦
5♠, 9♠, K♠
5♠, 9♠, K♥
5♠, 9♠, K♣
5♠, 9♠, K♦
5♠, 9♠, A♠
5♠, 9♠, A♥
5♠, 9♠, A♣
5♠, 9♠, A♦
5♠, 9♥, 9♣
5♠, 9♥, 9♦
5♠, 9♥, 10♠
5♠, 9♥, 10♥
5♠, 9♥, 10♣
5♠, 9♥, 10♦
5♠, 9♥, J♠
5♠, 9♥, J♥
5♠, 9♥, J♣
5♠, 9♥, J♦
5♠, 9♥, Q♠
5♠, 9♥, Q♥
5♠, 9♥, Q♣
5♠, 9♥, Q♦
5♠, 9♥, K♠
5♠, 9♥, K♥
5♠, 9♥, K♣
5♠, 9♥, K♦
5♠, 9♥, A♠
5♠, 9♥, A♥
5♠, 9♥, A♣
5♠, 9♥, A♦
5♠, 9♣, 9♦
5♠, 9♣, 10♠
5♠, 9♣, 10♥
5♠, 9♣, 10♣
5♠, 9♣, 10♦
5♠, 9♣, J♠
5♠, 9♣, J♥
5♠, 9♣, J♣
5♠, 9♣, J♦
5♠, 9♣, Q♠
5♠, 9♣, Q♥
5♠, 9♣, Q♣
5♠, 9♣, Q♦
5♠, 9♣, K♠
5♠, 9♣, K♥
5♠, 9♣, K♣
5♠, 9♣, K♦
5♠, 9♣, A♠
5♠, 9♣, A♥
5♠, 9♣, A♣
5♠, 9♣, A♦
5♠, 9♦, 10♠
5♠, 9♦, 10♥
5♠, 9♦, 10♣
5♠, 9♦, 10♦
5♠, 9♦, J♠
5♠, 9♦, J♥
5♠, 9♦, J♣
5♠, 9♦, J♦
5♠, 9♦, Q♠
5♠, 9♦, Q♥
5♠, 9♦, Q♣
5♠, 9♦, Q♦
5♠, 9♦, K♠
5♠, 9♦, K♥
5♠, 9♦, K♣
5♠, 9♦, K♦
5♠, 9♦, A♠
5♠, 9♦, A♥
5♠, 9♦, A♣
5♠, 9♦, A♦
5♠, 10♠, 10♥
5♠, 10♠, 10♣
5♠, 10♠, 10♦
5♠, 10♠, J♠
5♠, 10♠, J♥
5♠, 10♠, J♣
5♠, 10♠, J♦
5♠, 10♠, Q♠
5♠, 10♠, Q♥
5♠, 10♠, Q♣
5♠, 10♠, Q♦
5♠, 10♠, K♠
5♠, 10♠, K♥
5♠, 10♠, K♣
5♠, 10♠, K♦
